瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),嚼档(%),瘤搁柯档(∑C)
143,措备,2025-01-02 16:00,9,,20,6.4
143,措备,2025-01-02 17:00,7.9,,17,3.9
143,措备,2025-01-02 18:00,6.7,,19,1.5
143,措备,2025-01-02 19:00,5.8,,22,.6
143,措备,2025-01-02 20:00,4.3,,26,-1.1
143,措备,2025-01-02 21:00,3.5,,28,-1.9
143,措备,2025-01-02 22:00,3.6,,26,-1.6
143,措备,2025-01-02 23:00,3.1,,29,-1.7
143,措备,2025-01-03 00:00,2.9,,29,-2
143,措备,2025-01-03 01:00,2.4,,30,-2
143,措备,2025-01-03 02:00,1.6,,33,-2.2
143,措备,2025-01-03 03:00,1.1,,38,-2.2
143,措备,2025-01-03 04:00,.6,,42,-2.6
143,措备,2025-01-03 05:00,.3,,45,-2.7
143,措备,2025-01-03 06:00,-.1,,50,-2.7
143,措备,2025-01-03 07:00,-.5,,42,-3.1
143,措备,2025-01-03 08:00,-.8,,42,-3.2
143,措备,2025-01-03 09:00,-.1,,40,-2.2
143,措备,2025-01-03 10:00,.6,,25,-1.3
143,措备,2025-01-03 11:00,1.9,,21,4.6
143,措备,2025-01-03 12:00,2.6,,20,8.4
143,措备,2025-01-03 13:00,3.1,,20,10.1
143,措备,2025-01-03 14:00,4,,20,10
143,措备,2025-01-03 15:00,4.1,,21,6
143,措备,2025-01-03 16:00,4.4,,22,3.8
143,措备,2025-01-03 17:00,3.6,,25,1.7
143,措备,2025-01-03 18:00,2.4,,30,-.2
143,措备,2025-01-03 19:00,2,,32,-1.3
143,措备,2025-01-03 20:00,1.2,,35,-2.1
143,措备,2025-01-03 21:00,.5,,38,-1.4
143,措备,2025-01-03 22:00,1.1,,39,-.8
143,措备,2025-01-03 23:00,1.5,,43,-.9
143,措备,2025-01-04 00:00,1.6,,51,-.3
143,措备,2025-01-04 01:00,.9,,59,-1.8
143,措备,2025-01-04 02:00,-.4,,61,-1.9
143,措备,2025-01-04 03:00,0,,60,-2.3
143,措备,2025-01-04 04:00,-.1,,58,-2.7
143,措备,2025-01-04 05:00,0,,58,-2.7
143,措备,2025-01-04 06:00,.1,,59,-2.7
143,措备,2025-01-04 07:00,-.2,,55,-3
143,措备,2025-01-04 08:00,-.3,,52,-3.1
143,措备,2025-01-04 09:00,.6,,48,-1.9
143,措备,2025-01-04 10:00,2,,43,-.8
143,措备,2025-01-04 11:00,3.3,,35,5.5
143,措备,2025-01-04 12:00,4.3,,31,9.8
143,措备,2025-01-04 13:00,5.3,,28,12
143,措备,2025-01-04 14:00,5.7,,26,11.7
143,措备,2025-01-04 15:00,6.5,,24,7.9
143,措备,2025-01-04 16:00,6.5,,22,5.2
143,措备,2025-01-04 17:00,5.3,,24,2.9
143,措备,2025-01-04 18:00,4.1,,25,.6
143,措备,2025-01-04 19:00,2.4,,29,-1.6
143,措备,2025-01-04 20:00,1.1,,37,-2.4
143,措备,2025-01-04 21:00,-.2,,41,-2.8
143,措备,2025-01-04 22:00,-1.4,,46,-3.3
143,措备,2025-01-04 23:00,-2.2,,51,-3.8
143,措备,2025-01-05 00:00,-2.8,,59,-4.2
143,措备,2025-01-05 01:00,-3,,57,-4.3
143,措备,2025-01-05 02:00,-3.1,,60,-4.3
143,措备,2025-01-05 03:00,-3,,60,-4.6
143,措备,2025-01-05 04:00,-3.6,,64,-4.6
143,措备,2025-01-05 05:00,-3.8,,67,-4.3
143,措备,2025-01-05 06:00,-3.6,,68,-3.5
143,措备,2025-01-05 07:00,-2.8,,63,-2.5
143,措备,2025-01-05 08:00,-1.8,,63,-1.8
143,措备,2025-01-05 09:00,-1.5,,62,-.9
143,措备,2025-01-05 10:00,-.5,,59,.7
143,措备,2025-01-05 11:00,2.2,,50,6.6
143,措备,2025-01-05 12:00,3.5,,42,8.5
143,措备,2025-01-05 13:00,5.2,,38,9.5
143,措备,2025-01-05 14:00,5.4,,39,7.8
143,措备,2025-01-05 15:00,5.5,,44,6.9
143,措备,2025-01-05 16:00,5.6,,47,5.4
143,措备,2025-01-05 17:00,5.4,,49,4.5
143,措备,2025-01-05 18:00,5.2,,52,3.4
143,措备,2025-01-05 19:00,4.6,,55,2.4
143,措备,2025-01-05 20:00,3.6,,60,.9
143,措备,2025-01-05 21:00,2.7,,65,.6
143,措备,2025-01-05 22:00,2.5,,66,.2
143,措备,2025-01-05 23:00,2,,69,-.4
143,措备,2025-01-06 00:00,1,,75,-1.2
143,措备,2025-01-06 01:00,.2,,79,-2
143,措备,2025-01-06 02:00,-.7,,81,-2.5
143,措备,2025-01-06 03:00,-1.1,,85,-2.7
143,措备,2025-01-06 04:00,-1.8,,88,-3
143,措备,2025-01-06 05:00,-1.9,,89,-3
143,措备,2025-01-06 06:00,-2.1,,91,-3.3
143,措备,2025-01-06 07:00,-1.8,,90,-2
143,措备,2025-01-06 08:00,-1.2,,88,-2
143,措备,2025-01-06 09:00,-.4,0,88,-1
143,措备,2025-01-06 10:00,2.5,,76,1.3
143,措备,2025-01-06 11:00,4.3,,72,6.1
143,措备,2025-01-06 12:00,5.7,,69,7.1
143,措备,2025-01-06 13:00,5.9,,66,7.3
143,措备,2025-01-06 14:00,6.7,,57,9.2
143,措备,2025-01-06 15:00,6.1,,59,8.2
143,措备,2025-01-06 16:00,4.3,,67,4.7
143,措备,2025-01-06 17:00,4.9,,49,3.6
143,措备,2025-01-06 18:00,4.2,0,52,2.4
143,措备,2025-01-06 19:00,3.4,,48,1
143,措备,2025-01-06 20:00,2.5,,45,0
143,措备,2025-01-06 21:00,1.8,,45,-.6
143,措备,2025-01-06 22:00,1.3,,50,-.9
143,措备,2025-01-06 23:00,.8,,49,-1.8
143,措备,2025-01-07 00:00,.3,,56,-1.9
143,措备,2025-01-07 01:00,-.6,,64,-1.9
143,措备,2025-01-07 02:00,-.9,,57,-2.5
143,措备,2025-01-07 03:00,-1.1,,54,-2.8
143,措备,2025-01-07 04:00,-1.5,,55,-3.1
143,措备,2025-01-07 05:00,-1.8,,55,-3.3
143,措备,2025-01-07 06:00,-2,,56,-3.6
143,措备,2025-01-07 07:00,-2.1,,47,-3.8
143,措备,2025-01-07 08:00,-2.1,,40,-3.9
143,措备,2025-01-07 09:00,-1.6,,38,-2.8
143,措备,2025-01-07 10:00,-.6,,34,-1.6
143,措备,2025-01-07 11:00,.7,,33,3.8
143,措备,2025-01-07 12:00,2.2,,32,7.6
143,措备,2025-01-07 13:00,2.5,,34,6.8
143,措备,2025-01-07 14:00,3.1,,35,7.4
143,措备,2025-01-07 15:00,4.1,,36,7.4
143,措备,2025-01-07 16:00,2.7,,40,4.6
143,措备,2025-01-07 17:00,2.1,,44,2.7
143,措备,2025-01-07 18:00,.8,,50,-.3
143,措备,2025-01-07 19:00,.2,,55,-1.7
143,措备,2025-01-07 20:00,.2,,56,-.9
143,措备,2025-01-07 21:00,0,,53,-1.9
143,措备,2025-01-07 22:00,0,,54,-1.8
143,措备,2025-01-07 23:00,.2,,57,-1.3
143,措备,2025-01-08 00:00,.3,,56,-1.4
143,措备,2025-01-08 01:00,-.2,,57,-2.6
143,措备,2025-01-08 02:00,-1.4,,62,-3.4
143,措备,2025-01-08 03:00,-2.2,,66,-3.9
143,措备,2025-01-08 04:00,-2,,63,-3.1
143,措备,2025-01-08 05:00,-1.5,,63,-2
143,措备,2025-01-08 06:00,-.5,,64,-2.1
143,措备,2025-01-08 07:00,-1,,71,-2.5
143,措备,2025-01-08 08:00,-1.8,,69,-3.4
143,措备,2025-01-08 09:00,-.1,,63,-2.2
143,措备,2025-01-08 10:00,.7,,62,-.8
143,措备,2025-01-08 11:00,3.2,,51,5.7
143,措备,2025-01-08 12:00,3.7,,45,8.6
143,措备,2025-01-08 13:00,4,,48,9.1
143,措备,2025-01-08 14:00,5.3,,45,11.1
143,措备,2025-01-08 15:00,4.7,0,45,8.2
143,措备,2025-01-08 16:00,2.5,,75,4
143,措备,2025-01-08 17:00,2.7,,68,3.3
143,措备,2025-01-08 18:00,.5,.2,94,1.3
143,措备,2025-01-08 19:00,.5,,91,1.1
143,措备,2025-01-08 20:00,.1,,84,.7
143,措备,2025-01-08 21:00,-.8,.4,67,-.5
143,措备,2025-01-08 22:00,-1,,65,-1.2
143,措备,2025-01-08 23:00,-1.2,,67,-1.2
143,措备,2025-01-09 00:00,-1.6,0,65,-2.1
143,措备,2025-01-09 01:00,-1.7,,64,-2.1
143,措备,2025-01-09 02:00,-2.1,,56,-2
143,措备,2025-01-09 03:00,-3.3,,66,-2.8
143,措备,2025-01-09 04:00,-3.9,,55,-3.7
143,措备,2025-01-09 05:00,-4.7,,50,-4.7
143,措备,2025-01-09 06:00,-5.9,,32,-5.7
143,措备,2025-01-09 07:00,-6.7,,31,-6.4
143,措备,2025-01-09 08:00,-6.8,,33,-6.6
143,措备,2025-01-09 09:00,-6.3,,31,-5.7
143,措备,2025-01-09 10:00,-5.4,,34,-4.4
143,措备,2025-01-09 11:00,-5.5,,36,-3
143,措备,2025-01-09 12:00,-4.3,,36,1.2
143,措备,2025-01-09 13:00,-3.7,,32,2.3
143,措备,2025-01-09 14:00,-3.7,,31,.8
143,措备,2025-01-09 15:00,-3.6,,34,-.6
143,措备,2025-01-09 16:00,-4.1,,35,-1.8
143,措备,2025-01-09 17:00,-5.7,,42,-3.4
143,措备,2025-01-09 18:00,-6.3,,49,-4.1
143,措备,2025-01-09 19:00,-6.9,,47,-5.4
143,措备,2025-01-09 20:00,-7.6,,39,-5.8
143,措备,2025-01-09 21:00,-8.8,,50,-6.7
143,措备,2025-01-09 22:00,-9.2,,41,-7.5
143,措备,2025-01-09 23:00,-9.9,,42,-8.1
143,措备,2025-01-10 00:00,-10.1,,41,-8.6
143,措备,2025-01-10 01:00,-10.4,,39,-9
143,措备,2025-01-10 02:00,-10.3,,40,-9.2
143,措备,2025-01-10 03:00,-10.4,,40,-9.4
143,措备,2025-01-10 04:00,-10.6,,40,-9.7
143,措备,2025-01-10 05:00,-10.5,,39,-9.8
143,措备,2025-01-10 06:00,-10.4,,40,-9.8
143,措备,2025-01-10 07:00,-10,,44,-9.8
143,措备,2025-01-10 08:00,-9.7,,48,-9.4
143,措备,2025-01-10 09:00,-8.1,,47,-7.8
143,措备,2025-01-10 10:00,-6.9,,43,-6
143,措备,2025-01-10 11:00,-5.4,,39,.2
143,措备,2025-01-10 12:00,-3.8,,36,3.4
143,措备,2025-01-10 13:00,-1.9,,31,5.5
143,措备,2025-01-10 14:00,-1.6,,30,5.1
143,措备,2025-01-10 15:00,-.8,,30,1.5
143,措备,2025-01-10 16:00,-1,,31,-.9
143,措备,2025-01-10 17:00,-1.2,,32,-2.2
143,措备,2025-01-10 18:00,-2.2,,35,-3.3
143,措备,2025-01-10 19:00,-2.3,,37,-4
143,措备,2025-01-10 20:00,-2.8,,42,-4.5
143,措备,2025-01-10 21:00,-3.1,,47,-5.1
143,措备,2025-01-10 22:00,-3.4,,51,-5.4
143,措备,2025-01-10 23:00,-3.8,,53,-5.2
143,措备,2025-01-11 00:00,-4,,55,-5.8
143,措备,2025-01-11 01:00,-4.2,,55,-6.3
143,措备,2025-01-11 02:00,-4.7,,57,-6.8
143,措备,2025-01-11 03:00,-4.5,,57,-6.8
143,措备,2025-01-11 04:00,-4.5,,57,-6.7
143,措备,2025-01-11 05:00,-5,,60,-6.8
143,措备,2025-01-11 06:00,-6.7,,67,-8
143,措备,2025-01-11 07:00,-6.8,,70,-8.1
143,措备,2025-01-11 08:00,-6.1,,67,-7.9
143,措备,2025-01-11 09:00,-4.1,,61,-5.7
143,措备,2025-01-11 10:00,-2.2,,53,-3.5
143,措备,2025-01-11 11:00,-.4,,46,3
143,措备,2025-01-11 12:00,.4,,42,6.1
143,措备,2025-01-11 13:00,1.3,,41,7.9
143,措备,2025-01-11 14:00,2.2,,38,8
143,措备,2025-01-11 15:00,2.3,,37,3.9
143,措备,2025-01-11 16:00,1.7,,39,1.1
143,措备,2025-01-11 17:00,.7,,43,-.3
143,措备,2025-01-11 18:00,0,,45,-1.8
143,措备,2025-01-11 19:00,-.4,,47,-2.2
143,措备,2025-01-11 20:00,-.8,,48,-2.5
143,措备,2025-01-11 21:00,-1.3,,50,-2.9
143,措备,2025-01-11 22:00,-1.8,,53,-3.9
143,措备,2025-01-11 23:00,-1.9,,55,-4.1
143,措备,2025-01-12 00:00,-2.4,,59,-4.6
143,措备,2025-01-12 01:00,-2.9,,61,-5
143,措备,2025-01-12 02:00,-3.2,,63,-5.3
143,措备,2025-01-12 03:00,-3.5,,66,-5.4
143,措备,2025-01-12 04:00,-3.3,,63,-5.2
143,措备,2025-01-12 05:00,-3.2,,62,-5.2
143,措备,2025-01-12 06:00,-3.6,,65,-5.7
143,措备,2025-01-12 07:00,-4.2,,67,-6.2
143,措备,2025-01-12 08:00,-3.6,,66,-5.5
143,措备,2025-01-12 09:00,-2.2,,59,-3.3
143,措备,2025-01-12 10:00,-.5,,51,-.9
143,措备,2025-01-12 11:00,1.3,,43,4.6
143,措备,2025-01-12 12:00,2.2,,38,6.8
143,措备,2025-01-12 13:00,2.9,,35,8.6
143,措备,2025-01-12 14:00,3.8,,32,8.3
143,措备,2025-01-12 15:00,3.4,,31,4.9
143,措备,2025-01-12 16:00,3.3,,33,2.2
143,措备,2025-01-12 17:00,2.9,,35,.5
143,措备,2025-01-12 18:00,2.1,,39,-1.1
143,措备,2025-01-12 19:00,1.7,,42,-1.9
143,措备,2025-01-12 20:00,1.2,,45,-2.4
143,措备,2025-01-12 21:00,.9,,48,-2.7
143,措备,2025-01-12 22:00,.3,,51,-3.1
143,措备,2025-01-12 23:00,0,,54,-3.3
143,措备,2025-01-13 00:00,.1,,55,-3.3
143,措备,2025-01-13 01:00,-.2,,57,-3.5
143,措备,2025-01-13 02:00,-.8,,60,-3.9
143,措备,2025-01-13 03:00,-1.8,,65,-4.7
143,措备,2025-01-13 04:00,-2.3,,70,-5.2
143,措备,2025-01-13 05:00,-1.9,,69,-5.3
143,措备,2025-01-13 06:00,-1.8,,68,-5.3
143,措备,2025-01-13 07:00,-2.3,,71,-5.7
143,措备,2025-01-13 08:00,-1.7,,68,-4.9
143,措备,2025-01-13 09:00,-.5,,61,-3.2
143,措备,2025-01-13 10:00,.9,,50,-1.1
143,措备,2025-01-13 11:00,2.3,,46,4.9
143,措备,2025-01-13 12:00,3.8,,41,9
143,措备,2025-01-13 13:00,4.9,,39,10.6
143,措备,2025-01-13 14:00,6.3,,35,11.1
143,措备,2025-01-13 15:00,7,,34,8
143,措备,2025-01-13 16:00,6.2,,33,5.2
143,措备,2025-01-13 17:00,5.3,,37,2.7
143,措备,2025-01-13 18:00,3.8,,41,-.4
143,措备,2025-01-13 19:00,2.2,,47,-2.1
143,措备,2025-01-13 20:00,.8,,54,-2.8
143,措备,2025-01-13 21:00,-.6,,59,-3.3
143,措备,2025-01-13 22:00,-1.6,,63,-3.7
143,措备,2025-01-13 23:00,-2.6,,68,-4
143,措备,2025-01-14 00:00,-2.5,,68,-4.2
143,措备,2025-01-14 01:00,-2.9,,70,-4.5
143,措备,2025-01-14 02:00,-3.4,,74,-4.7
143,措备,2025-01-14 03:00,-3.3,,74,-4.5
143,措备,2025-01-14 04:00,-2.7,,73,-2.6
143,措备,2025-01-14 05:00,-1.9,,74,-2.2
143,措备,2025-01-14 06:00,-1.4,,71,-1.6
143,措备,2025-01-14 07:00,-1.4,,70,-2.7
143,措备,2025-01-14 08:00,-.6,,69,-1.4
143,措备,2025-01-14 09:00,1,,67,.4
143,措备,2025-01-14 10:00,3.6,,53,1.3
143,措备,2025-01-14 11:00,5.4,,49,6.8
143,措备,2025-01-14 12:00,8.1,,45,11
143,措备,2025-01-14 13:00,10.4,,41,13.4
143,措备,2025-01-14 14:00,11,,36,13.7
143,措备,2025-01-14 15:00,11.1,,33,11.2
143,措备,2025-01-14 16:00,11.3,,27,8.8
143,措备,2025-01-14 17:00,9.8,,29,6.1
143,措备,2025-01-14 18:00,8.4,,30,3.5
143,措备,2025-01-14 19:00,7.8,,33,2.5
143,措备,2025-01-14 20:00,6.4,,37,1.2
143,措备,2025-01-14 21:00,5.7,,48,1.5
143,措备,2025-01-14 22:00,4.5,,45,.8
143,措备,2025-01-14 23:00,3.5,,38,-.3
143,措备,2025-01-15 00:00,3.4,,41,-.7
143,措备,2025-01-15 01:00,3,,49,-.5
143,措备,2025-01-15 02:00,2.5,,51,-.9
143,措备,2025-01-15 03:00,1.5,,57,-1.5
143,措备,2025-01-15 04:00,1.4,,51,-1.8
143,措备,2025-01-15 05:00,.6,,46,-2.4
143,措备,2025-01-15 06:00,-.5,,37,-2.9
143,措备,2025-01-15 07:00,-1.2,,31,-3.3
143,措备,2025-01-15 08:00,-1.6,,34,-3.6
143,措备,2025-01-15 09:00,-1.2,,23,-2.6
143,措备,2025-01-15 10:00,-.8,,23,-1
143,措备,2025-01-15 11:00,-.2,,26,3.6
143,措备,2025-01-15 12:00,.2,,24,6.9
143,措备,2025-01-15 13:00,1.4,,25,10.4
143,措备,2025-01-15 14:00,2.1,,24,10.1
143,措备,2025-01-15 15:00,1.6,,25,6.3
143,措备,2025-01-15 16:00,2.4,,24,3.1
143,措备,2025-01-15 17:00,1.3,,26,.6
143,措备,2025-01-15 18:00,.5,,30,-1.4
143,措备,2025-01-15 19:00,-.2,,31,-2.4
143,措备,2025-01-15 20:00,-1,,35,-2.9
143,措备,2025-01-15 21:00,-1.7,,37,-3.3
143,措备,2025-01-15 22:00,-2.2,,38,-3.7
143,措备,2025-01-15 23:00,-2.5,,41,-4
143,措备,2025-01-16 00:00,-3.1,,45,-4.4
143,措备,2025-01-16 01:00,-3,,49,-4.2
143,措备,2025-01-16 02:00,-3,,52,-4.4
143,措备,2025-01-16 03:00,-3.1,,54,-4.7
143,措备,2025-01-16 04:00,-3.2,,54,-4.9
143,措备,2025-01-16 05:00,-2.9,,54,-4
143,措备,2025-01-16 06:00,-2.7,,54,-3.5
143,措备,2025-01-16 07:00,-1.8,,53,-2.5
143,措备,2025-01-16 08:00,-1.6,,53,-2
143,措备,2025-01-16 09:00,-1,,52,-.9
143,措备,2025-01-16 10:00,-.2,,52,.1
143,措备,2025-01-16 11:00,.4,,51,1.4
143,措备,2025-01-16 12:00,1.9,,49,5
143,措备,2025-01-16 13:00,4,,45,10.4
143,措备,2025-01-16 14:00,5.4,,41,11.4
143,措备,2025-01-16 15:00,5.9,,39,8.4
143,措备,2025-01-16 16:00,6,,39,5.5
143,措备,2025-01-16 17:00,4.9,,42,3
143,措备,2025-01-16 18:00,3.5,,47,.7
143,措备,2025-01-16 19:00,2.8,,50,-.8
143,措备,2025-01-16 20:00,2,,53,-1.9
143,措备,2025-01-16 21:00,1.3,,56,-2.5
143,措备,2025-01-16 22:00,2.7,,49,-1
143,措备,2025-01-16 23:00,1.9,,53,-.6
143,措备,2025-01-17 00:00,.8,,60,-.9
143,措备,2025-01-17 01:00,-.2,,64,-2.1
143,措备,2025-01-17 02:00,-.3,,64,-1.3
143,措备,2025-01-17 03:00,0,,64,-.8
143,措备,2025-01-17 04:00,-.3,,65,-1.3
143,措备,2025-01-17 05:00,-.3,,67,-1.4
143,措备,2025-01-17 06:00,-1.3,,72,-3.3
143,措备,2025-01-17 07:00,-2.4,,75,-3.8
143,措备,2025-01-17 08:00,-2.5,,76,-3.8
143,措备,2025-01-17 09:00,.6,,65,-2.1
143,措备,2025-01-17 10:00,3.1,,55,.1
143,措备,2025-01-17 11:00,4.3,,50,6.7
143,措备,2025-01-17 12:00,5.8,,39,11.4
143,措备,2025-01-17 13:00,7,,35,14.1
143,措备,2025-01-17 14:00,7.6,,34,14.3
143,措备,2025-01-17 15:00,8.7,,31,11.3
143,措备,2025-01-17 16:00,8.8,,25,7.7
143,措备,2025-01-17 17:00,8,,29,4.9
143,措备,2025-01-17 18:00,6.2,,33,1.9
143,措备,2025-01-17 19:00,4.7,,36,.2
143,措备,2025-01-17 20:00,2.6,,47,-1.4
143,措备,2025-01-17 21:00,1.1,,53,-2.5
143,措备,2025-01-17 22:00,0,,57,-2.9
143,措备,2025-01-17 23:00,-.9,,61,-3.4
143,措备,2025-01-18 00:00,-1.6,,64,-3.8
143,措备,2025-01-18 01:00,-2.6,,67,-4.2
143,措备,2025-01-18 02:00,-3.3,,74,-4.7
143,措备,2025-01-18 03:00,-3.6,,73,-4.9
143,措备,2025-01-18 04:00,-4.2,,75,-5.3
143,措备,2025-01-18 05:00,-4.5,,79,-5.6
143,措备,2025-01-18 06:00,-4.8,,78,-6
143,措备,2025-01-18 07:00,-5,,82,-6.2
143,措备,2025-01-18 08:00,-4.9,,81,-5.9
143,措备,2025-01-18 09:00,-.8,,65,-3.7
143,措备,2025-01-18 10:00,.6,,56,-1
143,措备,2025-01-18 11:00,3.8,,46,6
143,措备,2025-01-18 12:00,6.4,,34,11
143,措备,2025-01-18 13:00,8.7,,24,13.8
143,措备,2025-01-18 14:00,9.9,,20,12.5
143,措备,2025-01-18 15:00,10.5,,13,10.9
143,措备,2025-01-18 16:00,10.4,,16,9
143,措备,2025-01-18 17:00,9.6,,16,6.2
143,措备,2025-01-18 18:00,7.9,,20,2.9
143,措备,2025-01-18 19:00,6.1,,24,1.6
143,措备,2025-01-18 20:00,4.8,,28,.7
143,措备,2025-01-18 21:00,3.5,,32,-.3
143,措备,2025-01-18 22:00,2.3,,39,-1.8
143,措备,2025-01-18 23:00,1.3,,36,-2.4
143,措备,2025-01-19 00:00,0,,44,-3
143,措备,2025-01-19 01:00,-.8,,48,-3.5
143,措备,2025-01-19 02:00,-1.6,,47,-3.7
143,措备,2025-01-19 03:00,-2.9,,53,-4.1
143,措备,2025-01-19 04:00,-3.2,,58,-4.5
143,措备,2025-01-19 05:00,-3.6,,57,-4.9
143,措备,2025-01-19 06:00,-4,,62,-5
143,措备,2025-01-19 07:00,-4.2,,68,-5.3
143,措备,2025-01-19 08:00,-4.1,,68,-5
143,措备,2025-01-19 09:00,-1.6,,57,-2.4
143,措备,2025-01-19 10:00,2,,46,.5
143,措备,2025-01-19 11:00,5.4,,36,6.4
143,措备,2025-01-19 12:00,7.2,,31,10.1
143,措备,2025-01-19 13:00,9.1,,30,12.9
143,措备,2025-01-19 14:00,10,,28,13.6
143,措备,2025-01-19 15:00,10.5,,25,12.8
143,措备,2025-01-19 16:00,10.7,,19,9.2
143,措备,2025-01-19 17:00,9.9,,23,6.2
143,措备,2025-01-19 18:00,8.2,,33,3.5
143,措备,2025-01-19 19:00,6.5,,41,1.8
143,措备,2025-01-19 20:00,4.3,,46,-.2
143,措备,2025-01-19 21:00,2.4,,52,-1.3
143,措备,2025-01-19 22:00,1.1,,59,-2.1
143,措备,2025-01-19 23:00,.6,,62,-2.5
143,措备,2025-01-20 00:00,-.6,,67,-2.8
143,措备,2025-01-20 01:00,-1,,74,-3.1
143,措备,2025-01-20 02:00,-1.7,,75,-3.4
143,措备,2025-01-20 03:00,-2.2,,80,-3.5
143,措备,2025-01-20 04:00,-2.5,,78,-3.8
143,措备,2025-01-20 05:00,-2.8,,77,-4.1
143,措备,2025-01-20 06:00,-3.3,,80,-4.2
143,措备,2025-01-20 07:00,-3.6,,83,-4.4
143,措备,2025-01-20 08:00,-3.2,,80,-4.1
143,措备,2025-01-20 09:00,-1,,73,-1.8
143,措备,2025-01-20 10:00,1,,69,.6
143,措备,2025-01-20 11:00,4.6,,57,5.3
143,措备,2025-01-20 12:00,6.5,,51,9.5
143,措备,2025-01-20 13:00,9.7,,43,12.7
143,措备,2025-01-20 14:00,9.9,,40,13.4
143,措备,2025-01-20 15:00,9.7,,37,11.8
143,措备,2025-01-20 16:00,9.6,,37,8.7
143,措备,2025-01-20 17:00,8.7,,40,5.9
143,措备,2025-01-20 18:00,7.4,,45,3.2
143,措备,2025-01-20 19:00,5.8,,50,1.1
143,措备,2025-01-20 20:00,4.1,,56,0
143,措备,2025-01-20 21:00,2.5,,63,-.9
143,措备,2025-01-20 22:00,1.8,,65,-1.8
143,措备,2025-01-20 23:00,.5,,70,-2.3
143,措备,2025-01-21 00:00,-.2,,75,-2.7
143,措备,2025-01-21 01:00,-.9,,77,-2.7
143,措备,2025-01-21 02:00,-1.5,,77,-3.2
143,措备,2025-01-21 03:00,-1.4,,79,-3.3
143,措备,2025-01-21 04:00,-2,,81,-3.7
143,措备,2025-01-21 05:00,-2.6,,84,-4
143,措备,2025-01-21 06:00,-2.6,,85,-4.1
143,措备,2025-01-21 07:00,-2.9,,88,-4.4
143,措备,2025-01-21 08:00,-2.9,,86,-4.2
143,措备,2025-01-21 09:00,-1.5,,81,-2
143,措备,2025-01-21 10:00,1.8,,70,.7
143,措备,2025-01-21 11:00,4.7,,59,5.6
143,措备,2025-01-21 12:00,7.1,,51,10
143,措备,2025-01-21 13:00,8.3,,44,12.9
143,措备,2025-01-21 14:00,9.2,,39,13.7
143,措备,2025-01-21 15:00,9.9,,33,12
143,措备,2025-01-21 16:00,10.3,,27,8.7
143,措备,2025-01-21 17:00,9,,32,6
143,措备,2025-01-21 18:00,7.7,,36,3.2
143,措备,2025-01-21 19:00,6.3,,41,1.1
143,措备,2025-01-21 20:00,4.1,,49,-.2
143,措备,2025-01-21 21:00,2.4,,57,-1.4
143,措备,2025-01-21 22:00,1.4,,61,-2.3
143,措备,2025-01-21 23:00,.3,,65,-2.6
143,措备,2025-01-22 00:00,-.5,,66,-3
143,措备,2025-01-22 01:00,-1,,67,-3.2
